DeliveryDate,HourEnding,SettlementPoint,SettlementPointPrice,DSTFlag
04/23/2025,04:00,T_CK_GT3_RN, 21.19,N
04/23/2025,04:00,UCC_COG_PUN2, 30.67,N
04/23/2025,04:00,UCC_UCC_C_2, 30.67,N
04/23/2025,04:00,VANCOURT_RN, 14.75,N
04/23/2025,04:00,VENADO_ALL, 12.53,N
04/23/2025,04:00,VERAWIND_ALL, 24.01,N
04/23/2025,04:00,VERTIGO_UN1, 25.19,N
04/23/2025,04:00,VICTORIA_CC1, 28.97,N
04/23/2025,04:00,VICTPORT_RN, 31.94,N
04/23/2025,04:00,VIC_VICTORG5, 28.97,N
04/23/2025,04:00,VIC_VICTORG6, 28.97,N
04/23/2025,04:00,VISION_RN, 29.48,N
04/23/2025,04:00,VLSES_UNIT3, 28.6,N
04/23/2025,04:00,VORT_ALL_RN, 26.16,N
04/23/2025,04:00,WAKEWE_ALL, 22.23,N
04/23/2025,04:00,WAP_WAPGT_1, 30.7,N
04/23/2025,04:00,WAP_WAP_G1, 30.7,N
04/23/2025,04:00,WAP_WAP_G2, 30.7,N
04/23/2025,04:00,WAP_WAP_G3, 30.71,N
04/23/2025,04:00,WAP_WAP_G4, 30.7,N
04/23/2025,04:00,WAP_WAP_G5, 30.7,N
04/23/2025,04:00,WAP_WAP_G6, 30.72,N
04/23/2025,04:00,WAP_WAP_G7, 30.72,N
04/23/2025,04:00,WAP_WAP_G8, 30.75,N
04/23/2025,04:00,WAYMARK_RN, 55.44,N
04/23/2025,04:00,WCPP_CC1, 28.04,N
04/23/2025,04:00,WCPP_CT1, 28.04,N
04/23/2025,04:00,WCPP_CT2, 28.04,N
04/23/2025,04:00,WCPP_ST1, 28.04,N
04/23/2025,04:00,WEBBER_WS_T1, 31.7,N
04/23/2025,04:00,WEC_WECG1, 33.33,N
04/23/2025,04:00,WES_ALL, 30.84,N
04/23/2025,04:00,WFCOGEN_13, 26.83,N
04/23/2025,04:00,WFCOGEN_24, 26.83,N
04/23/2025,04:00,WFCOGEN_CC1, 26.83,N
04/23/2025,04:00,WFTANK_ESS1, 1.71,N
04/23/2025,04:00,WGU_RN, 30.84,N
04/23/2025,04:00,WHCCS2_4, 28.96,N
04/23/2025,04:00,WHCCS2_5_6, 28.96,N
04/23/2025,04:00,WHCCS2_CC2, 28.96,N
04/23/2025,04:00,WHCCS_CC1, 28.96,N
04/23/2025,04:00,WHCCS_CT1_ST, 28.96,N
04/23/2025,04:00,WHCCS_CT2, 28.96,N
04/23/2025,04:00,WHITE_PT_UN1, 25.81,N
04/23/2025,04:00,WHMESA_U1, 41.54,N
04/23/2025,04:00,WHTTAIL_WR1, 28.08,N
04/23/2025,04:00,WH_WIND_ALL, 25.34,N
04/23/2025,04:00,WIG_BESS_RN, 28.76,N
04/23/2025,04:00,WILDWIND_ALL, 28.13,N
04/23/2025,04:00,WIPOPA_1_2, 31.53,N
04/23/2025,04:00,WIPOPA_3_4, 31.53,N
04/23/2025,04:00,WIR_WIRTZ_G1, 32.72,N
04/23/2025,04:00,WIR_WIRTZ_G2, 32.72,N
04/23/2025,04:00,WLTC_ESR_RN, 24.97,N
04/23/2025,04:00,WL_RANCH_RN, 37.33,N
04/23/2025,04:00,WNDTS2_UNIT1, 27.78,N
04/23/2025,04:00,WND_WHITNEY, 29.79,N
04/23/2025,04:00,WOODWRD1_RN, 57.46,N
04/23/2025,04:00,WOODWRD2_RN, 57.46,N
04/23/2025,04:00,WOV_BESS_RN, 61.15,N
04/23/2025,04:00,WRSBES_BESS1, 59.13,N
04/23/2025,04:00,WZRD_ESS_RN, 30.67,N
04/23/2025,04:00,W_HRL_ESR_RN, 15.76,N
04/23/2025,04:00,W_PECO_UNIT1, 59.24,N
04/23/2025,04:00,X443ESRN, 33.17,N
04/23/2025,04:00,YNG_WND_ALL, 26.67,N
04/23/2025,04:00,ZIER_SLR_ALL, 46.87,N
04/23/2025,05:00,7RNCHSLR_ALL, 34.13,N
04/23/2025,05:00,ABINDUST_RN, 37.6,N
04/23/2025,05:00,ADL_RN, 32.23,N
04/23/2025,05:00,AEEC, 17.99,N
04/23/2025,05:00,AE_RN, 32.49,N
04/23/2025,05:00,AGUAYO_UNIT1, 33.38,N
04/23/2025,05:00,AJAXWIND_RN, 28.06,N
04/23/2025,05:00,ALGOD_ALL_RN, 27.63,N
04/23/2025,05:00,ALP_BESS_RN, 104.97,N
04/23/2025,05:00,ALVIN_RN, 32.36,N
04/23/2025,05:00,AMADEUS_ALL, 27.1,N
04/23/2025,05:00,AMISTAD_ALL, 53.54,N
04/23/2025,05:00,AMOCOOIL_CC1, 32.32,N
04/23/2025,05:00,AMOCOOIL_CC2, 32.32,N
04/23/2025,05:00,AMOCO_PUN1, 32.32,N
04/23/2025,05:00,AMOCO_PUN2, 32.32,N
04/23/2025,05:00,AMO_AMOCO_1, 32.32,N
04/23/2025,05:00,AMO_AMOCO_2, 32.32,N
04/23/2025,05:00,AMO_AMOCO_5, 32.32,N
04/23/2025,05:00,AMO_AMOCO_G1, 32.32,N
04/23/2025,05:00,AMO_AMOCO_G2, 32.32,N
04/23/2025,05:00,AMO_AMOCO_G3, 32.32,N
04/23/2025,05:00,AMO_AMOCO_S1, 32.32,N
04/23/2025,05:00,AMO_AMOCO_S2, 32.32,N
04/23/2025,05:00,ANACACHO_ANA, 51.88,N
04/23/2025,05:00,ANCHOR_ALL, 28.13,N
04/23/2025,05:00,ANDMDSLR_ALL, 26.92,N
04/23/2025,05:00,ANEM_ESS_RN, 10.69,N
04/23/2025,05:00,ANG_ALL, 35.97,N
04/23/2025,05:00,ANOL_ESS_RN, 30.86,N
04/23/2025,05:00,ANSON1_ALL, 27.78,N
04/23/2025,05:00,ANTL_ESS_ES1, 53.54,N
04/23/2025,05:00,APPALOSA_ALL, 61.39,N
04/23/2025,05:00,AQUI_ALL, 31.09,N
04/23/2025,05:00,ARAGORN_RN, 55.7,N
04/23/2025,05:00,ASCK_SLR_RN, 31.09,N
04/23/2025,05:00,ASTRA_RN, 22.66,N
04/23/2025,05:00,ATK_ATKINSG7, 32,N
04/23/2025,05:00,AURO_SLR_RN, 32.36,N
04/23/2025,05:00,AUSTPL_ALL, 33.44,N
04/23/2025,05:00,AVIAT_ALL, 35.86,N
04/23/2025,05:00,AVIL_ESS_RN, 55.12,N
04/23/2025,05:00,AZSP_SLR_RN, 31.11,N
04/23/2025,05:00,AZURE_RN, 27.94,N
04/23/2025,05:00,AZ_ALL, 32.25,N
04/23/2025,05:00,BAC_RN_ALL, 32.32,N
04/23/2025,05:00,BAFFIN_ALL, 20.56,N
04/23/2025,05:00,BAIRDWND_ALL, 28.13,N
04/23/2025,05:00,BAKE_RN_ALL, 30.55,N
04/23/2025,05:00,BARROW_ALL, 59.86,N
04/23/2025,05:00,BASTEN_CC1, 33.36,N
04/23/2025,05:00,BASTEN_CCU, 33.36,N
04/23/2025,05:00,BATCAVE_RN, 34.74,N
04/23/2025,05:00,BAYC_BESS_RN, 32.29,N
04/23/2025,05:00,BBREEZE_1_2, 15.55,N
04/23/2025,05:00,BCATWD_WD_1, 29.5,N
04/23/2025,05:00,BCH_RN, 32.49,N
04/23/2025,05:00,BCK_RN, 32.47,N
04/23/2025,05:00,BCNV_RN, 32.36,N
04/23/2025,05:00,BELM_SLR_RN, 32.37,N
04/23/2025,05:00,BEXAR_ES_RN, 35.07,N
04/23/2025,05:00,BIGSTAR_ALL, 33.48,N
04/23/2025,05:00,BKSL_RN, 24.7,N
04/23/2025,05:00,BLACKJAK_RN, 27.45,N
04/23/2025,05:00,BLSMT1_5_A_6, 26.64,N
04/23/2025,05:00,BLUEJAY_RN, 31.96,N
04/23/2025,05:00,BLVN_RN, 32.27,N
04/23/2025,05:00,BOARDCRK_ALL, 31.34,N
04/23/2025,05:00,BOCO_ESS_RN, 8.62,N
04/23/2025,05:00,BOOTLEG_UN1, 52.63,N
04/23/2025,05:00,BORDAS_345, 5.49,N
04/23/2025,05:00,BOSQUESW_CC1, 31.68,N
04/23/2025,05:00,BOSQUESW_CC2, 31.67,N
04/23/2025,05:00,BOSQ_BSQSU_5, 31.67,N
04/23/2025,05:00,BOSQ_BSQS_12, 31.67,N
04/23/2025,05:00,BOSQ_BSQS_34, 31.68,N
04/23/2025,05:00,BRANDON_RN, 17.19,N
04/23/2025,05:00,BRAUNIG_CC1, 34.26,N
04/23/2025,05:00,BRAUNIG_VHB1, 34.5,N
04/23/2025,05:00,BRAUNIG_VHB2, 34.5,N
04/23/2025,05:00,BRAUNIG_VHB3, 34.65,N
04/23/2025,05:00,BRAZ_WND_ALL, 35.95,N
04/23/2025,05:00,BRA_AVR1_CT2, 34.26,N
04/23/2025,05:00,BRA_AVR_CST1, 34.26,N
04/23/2025,05:00,BRHEIGHT_RN, 32.33,N
04/23/2025,05:00,BRIGHTSD_RN, 31.92,N
04/23/2025,05:00,BRIGHTSD_U1, 31.92,N
04/23/2025,05:00,BRISCOE_WIND, 23.64,N
04/23/2025,05:00,BRPANGLE_RN, 32.47,N
04/23/2025,05:00,BRPMAGNO_RN, 32.33,N
04/23/2025,05:00,BRP_BRAZ_RN, 32.46,N
04/23/2025,05:00,BRP_DIKN_RN, 32.33,N
04/23/2025,05:00,BRP_LOOP_RN, 30.49,N
04/23/2025,05:00,BRP_LOP1_RN, 13.45,N
04/23/2025,05:00,BRP_PBL1_RN, 53.47,N
04/23/2025,05:00,BRP_PBL2_RN, 53.47,N
04/23/2025,05:00,BRP_RN_UNIT1, 34.71,N
04/23/2025,05:00,BRP_SWNY_RN, 32.46,N
04/23/2025,05:00,BRP_ZPT1_RN, 13.66,N
04/23/2025,05:00,BRP_ZPT2_RN, 13.65,N
04/23/2025,05:00,BRTSW_BCW1, 28.96,N
04/23/2025,05:00,BR_ARROW_ALL, 30.61,N
04/23/2025,05:00,BR_VHB6CT5_6, 34.65,N
04/23/2025,05:00,BR_VHB6CT7_8, 34.5,N
04/23/2025,05:00,BSS_U1, 32.46,N
04/23/2025,05:00,BTE_BTE_G1, 32.24,N
04/23/2025,05:00,BTE_BTE_G2, 32.24,N
04/23/2025,05:00,BTE_BTE_G3, 32.24,N
04/23/2025,05:00,BTE_BTE_G4, 32.24,N
04/23/2025,05:00,BTE_CC1, 32.24,N
04/23/2025,05:00,BTE_PUN1, 32.24,N
04/23/2025,05:00,BTE_PUN2, 32.24,N
04/23/2025,05:00,BTM_ALL, 32.49,N
04/23/2025,05:00,BUCHAN_ALL, 33.98,N
04/23/2025,05:00,BUCKTHRN_RN, 31.6,N
04/23/2025,05:00,BUFF_GAP_ALL, 34.18,N
04/23/2025,05:00,BULLCRK_1_2, 32.07,N
04/23/2025,05:00,BVE_CC1, 32.39,N
04/23/2025,05:00,BVE_UNIT1, 32.39,N
04/23/2025,05:00,BVE_UNIT2, 32.39,N
04/23/2025,05:00,BVE_UNIT3, 32.39,N
04/23/2025,05:00,BYRDR_ES_ALL, 32.46,N
04/23/2025,05:00,BYU_BYU_1, 32.28,N
04/23/2025,05:00,BYU_BYU_12, 32.28,N
04/23/2025,05:00,BYU_BYU_34, 32.28,N
04/23/2025,05:00,BYU_CC1, 32.28,N
04/23/2025,05:00,BYU_G4_RN, 32.28,N
04/23/2025,05:00,BYU_PUN1, 32.28,N
04/23/2025,05:00,BYU_PUN2, 32.28,N
04/23/2025,05:00,BYU_PUN3, 32.28,N
04/23/2025,05:00,BYU_PUN4, 32.28,N
04/23/2025,05:00,B_DAVIS_3, 25.8,N
04/23/2025,05:00,B_DAVIS_4, 25.8,N
04/23/2025,05:00,B_DAVIS_CC1, 25.8,N
04/23/2025,05:00,B_D_B_DAVIG1, 25.8,N
04/23/2025,05:00,B_D_B_DAVIG2, 25.8,N
04/23/2025,05:00,CABEZON_ALL, 8.37,N
04/23/2025,05:00,CACH_ESS_RN, 33.96,N
04/23/2025,05:00,CALAVER_JKS1, 34.03,N
04/23/2025,05:00,CALAVER_JKS2, 34.03,N
04/23/2025,05:00,CALAVER_JTD1, 34.62,N
04/23/2025,05:00,CALAVER_JTD2, 34.62,N
04/23/2025,05:00,CALAVER_OWS1, 34.54,N
04/23/2025,05:00,CALAVER_OWS2, 34.62,N
04/23/2025,05:00,CALHOUN_ALL, 31.94,N
04/23/2025,05:00,CALLAHA_WND1, 37.16,N
04/23/2025,05:00,CAL_CALGT1, 32.25,N
04/23/2025,05:00,CAL_CALSTG1, 32.25,N
04/23/2025,05:00,CAL_CC1, 32.25,N
04/23/2025,05:00,CAL_PUN1, 32.25,N
04/23/2025,05:00,CAL_PUN2, 32.25,N
04/23/2025,05:00,CAMWIND_RN, 16.39,N
04/23/2025,05:00,CANYONWD_ALL, 27.17,N
04/23/2025,05:00,CAPRIDG4_CR4, 35.86,N
04/23/2025,05:00,CAPRIDGE_ALL, 35.86,N
04/23/2025,05:00,CARBN_BSP_1, 82.81,N
04/23/2025,05:00,CARN_ESS_RN, 26.09,N
04/23/2025,05:00,CARRIZO_ESR1, 55.31,N
04/23/2025,05:00,CASL_GAP_UN1, 54.98,N
04/23/2025,05:00,CATARINA_B1, 53.33,N
04/23/2025,05:00,CBECII_89, 32.54,N
04/23/2025,05:00,CBECII_CC3, 32.54,N
04/23/2025,05:00,CBECII_CT7, 32.54,N
04/23/2025,05:00,CBEC_ALL, 32.43,N
04/23/2025,05:00,CBEC_CC1, 32.43,N
04/23/2025,05:00,CBEC_CC2, 32.43,N
04/23/2025,05:00,CBY4_ALL, 32.25,N
04/23/2025,05:00,CBY4_CC1, 32.25,N
04/23/2025,05:00,CBY_CBY_G1, 32.25,N
04/23/2025,05:00,CBY_CBY_G2, 32.25,N
04/23/2025,05:00,CCEC_CC1, 26.09,N
04/23/2025,05:00,CCEC_GT1, 26.09,N
04/23/2025,05:00,CCEC_GT2, 26.09,N
04/23/2025,05:00,CCEC_PUN1, 26.09,N
04/23/2025,05:00,CCEC_PUN2, 26.09,N
04/23/2025,05:00,CCEC_ST1, 26.09,N
04/23/2025,05:00,CEDROHI_CHW1, -14.01,N
04/23/2025,05:00,CEDRVALE_RN, 55.54,N
04/23/2025,05:00,CFLATS_UNIT, 28.17,N
04/23/2025,05:00,CHALUP_ALL, 16.75,N
04/23/2025,05:00,CHAL_SLR_RN, 55.76,N
04/23/2025,05:00,CHAMON_UN1, 32.23,N
04/23/2025,05:00,CHAMON_UN2, 32.23,N
04/23/2025,05:00,CHEDPW_GT2, 32.22,N
04/23/2025,05:00,CHE_CC1, 32.22,N
04/23/2025,05:00,CHE_LYD, 32.23,N
04/23/2025,05:00,CHE_LYD2, 32.23,N
04/23/2025,05:00,CHE_PUN1, 32.23,N
04/23/2025,05:00,CHE_PUN2, 32.23,N
04/23/2025,05:00,CHIL_SLR, 32.55,N
04/23/2025,05:00,CHISMGRD_RN, 30.39,N
04/23/2025,05:00,CISC_RN, 34.93,N
04/23/2025,05:00,CITRUSCY_RN, 13.03,N
04/23/2025,05:00,CITYVICT_ALL, 30.31,N
04/23/2025,05:00,CLO_RN, 32.35,N
04/23/2025,05:00,CMPD_SLR_RN, 30.99,N
04/23/2025,05:00,CNLY_ESS_RN, 30.36,N
04/23/2025,05:00,CNTRY_RN, 30.81,N
04/23/2025,05:00,CN_BRKS_UNT1, 22.94,N
04/23/2025,05:00,COL_COLETOG1, 29.62,N
04/23/2025,05:00,CONIGLIO_RN, 30.58,N
04/23/2025,05:00,CONTINEN_RN, 13.19,N
04/23/2025,05:00,CORALSLR_ALL, 31.87,N
04/23/2025,05:00,CORAZON_RN, 4.15,N
04/23/2025,05:00,COTPLNS_RN, 23.27,N
04/23/2025,05:00,COTTON_PAP2, 26.7,N
04/23/2025,05:00,COTULLA_RN, 49.25,N
04/23/2025,05:00,COYOTSPR_AGR, 55.54,N
04/23/2025,05:00,COYOTSPR_RN, 55.54,N
04/23/2025,05:00,CPSES_UNIT1, 30.86,N
04/23/2025,05:00,CPSES_UNIT2, 30.86,N
04/23/2025,05:00,CRANELL_ALL, 27.45,N
04/23/2025,05:00,CRAWFISH_RN, 32.13,N
04/23/2025,05:00,CROSSETT_ALL, 55.1,N
04/23/2025,05:00,CROSSTRL_RN, 43.06,N
04/23/2025,05:00,CRWN_SLR_UN1, 32.1,N
04/23/2025,05:00,CR_RN, 32.26,N
04/23/2025,05:00,CSC_CSECG1_2, 34.61,N
04/23/2025,05:00,CS_RN, 32.24,N
04/23/2025,05:00,CTW_RN, 32.49,N
04/23/2025,05:00,CVC_CC1, 32.22,N
04/23/2025,05:00,CVC_CVCG1_5, 32.22,N
04/23/2025,05:00,CVC_CVC_G2, 32.22,N
04/23/2025,05:00,CVC_CVC_G3, 32.22,N
04/23/2025,05:00,DAG_ALL, 32.49,N
04/23/2025,05:00,DANSBY_ALL, 32,N
04/23/2025,05:00,DAN_ALL, 32.66,N
04/23/2025,05:00,DA_BESS, 32.43,N
04/23/2025,05:00,DA_BESS2, 32.43,N
04/23/2025,05:00,DC2SES_ALL, 31.01,N
04/23/2025,05:00,DC_E, 30.6,N
04/23/2025,05:00,DC_L, 4.84,N
04/23/2025,05:00,DC_N, 27.35,N
04/23/2025,05:00,DC_R, 13.08,N
04/23/2025,05:00,DDPEC_CC1, 32.28,N
04/23/2025,05:00,DDPEC_GT1, 32.28,N
04/23/2025,05:00,DDPEC_GT2, 32.28,N
04/23/2025,05:00,DDPEC_GT3, 32.28,N
04/23/2025,05:00,DDPEC_GT4, 32.28,N
04/23/2025,05:00,DDPEC_GT6, 32.28,N
04/23/2025,05:00,DDPEC_ST1, 32.28,N
04/23/2025,05:00,DECKER_GT, 33.39,N
04/23/2025,05:00,DENISON_G1_2, 30.53,N
04/23/2025,05:00,DERMOTT_ALL, 26.67,N
04/23/2025,05:00,DGFS_ESR_RN, 55.12,N
04/23/2025,05:00,DIBOL_RN, 31.06,N
04/23/2025,05:00,DIB_CC1, 32.26,N
04/23/2025,05:00,DIB_DIB_G1, 32.26,N
04/23/2025,05:00,DIB_DIB_G2, 32.26,N
04/23/2025,05:00,DIB_DIB_G3, 32.26,N
04/23/2025,05:00,DIB_DIB_G4, 32.26,N
04/23/2025,05:00,DIB_PUN1, 32.26,N
04/23/2025,05:00,DIB_PUN2, 32.26,N
04/23/2025,05:00,DILEOS_UNIT1, 31.83,N
04/23/2025,05:00,DKNS_ESS_RN, 24.7,N
04/23/2025,05:00,DMA_RN, 32.49,N
04/23/2025,05:00,DOWGEN_PUN1, 32.52,N
04/23/2025,05:00,DOWGEN_PUN2, 32.52,N
04/23/2025,05:00,DOWGEN_PUN3, 32.52,N
04/23/2025,05:00,DOW_61_2_63, 32.52,N
04/23/2025,05:00,DOW_64, 32.52,N
04/23/2025,05:00,DOW_81_2_84, 32.52,N
04/23/2025,05:00,DOW_G37_G35, 32.52,N
04/23/2025,05:00,DOW_G66_ST65, 32.52,N
04/23/2025,05:00,DOW_G67, 32.52,N
04/23/2025,05:00,DOW_G96_ST95, 32.52,N
04/23/2025,05:00,DRCK_SLR_RN, 30.99,N
04/23/2025,05:00,DRYFRIO_RN, 46.48,N
04/23/2025,05:00,DSWL_BES1, 30.85,N
04/23/2025,05:00,DUKE_CC1, 12.54,N
04/23/2025,05:00,DUKE_GST1CCU, 12.54,N
04/23/2025,05:00,DUKE_GT2_CCU, 12.54,N
04/23/2025,05:00,DUP_PUN1, 32.21,N
04/23/2025,05:00,DUP_PUN2, 32.21,N
04/23/2025,05:00,DUP_PUN3, 32.21,N
04/23/2025,05:00,DUP_PUN4, 32.21,N
04/23/2025,05:00,EBELLS_UNIT1, 32.3,N
04/23/2025,05:00,EBNY_ESS_RN, 34.35,N
04/23/2025,05:00,ECLIPSE_UN1, 52.53,N
04/23/2025,05:00,EIFSLR_UNIT1, 30.57,N
04/23/2025,05:00,ELB_ELBCREEK, 41.42,N
04/23/2025,05:00,ELECTRAW_1_2, 27.36,N
04/23/2025,05:00,ELMCRK_RN, 37.6,N
04/23/2025,05:00,ELSAUZ_ALL, 15.55,N
04/23/2025,05:00,ELSA_ESR_RN, 12.66,N
04/23/2025,05:00,ELS_RN_1, 30.87,N
04/23/2025,05:00,ELZA_SLR_RN, 30.72,N
04/23/2025,05:00,EL_RAYO_ALL, 15.97,N
04/23/2025,05:00,EMPCT_RN, 30.7,N
04/23/2025,05:00,ENDPARK_ESS1, 28.2,N
04/23/2025,05:00,ERSL_RN, 41.41,N
04/23/2025,05:00,ESCONDID_ESR, 53.31,N
04/23/2025,05:00,ESTONIAN_ALL, 30.58,N
04/23/2025,05:00,ETCCS_CC1, 29.76,N
04/23/2025,05:00,ETCCS_CCU, 29.76,N
04/23/2025,05:00,EUNICE_ALL, 58.04,N
04/23/2025,05:00,EVLN_ESS_RN, 32.32,N
04/23/2025,05:00,EXGNSND_RN, 13.65,N
04/23/2025,05:00,EXGNWTL_1, -14.01,N
04/23/2025,05:00,EXN_14, 32.25,N
04/23/2025,05:00,EXN_1_3, 32.25,N
04/23/2025,05:00,EXN_4, 32.25,N
04/23/2025,05:00,EXN_8, 32.25,N
04/23/2025,05:00,EXN_9_13, 32.25,N
04/23/2025,05:00,EXN_PUN1, 32.25,N
04/23/2025,05:00,EXN_PUN2, 32.25,N
04/23/2025,05:00,EXN_PUN3, 32.25,N
04/23/2025,05:00,E_BLACK_RN, 33.41,N
04/23/2025,05:00,FAGUSSLR_RN, 25.27,N
04/23/2025,05:00,FALFUR_RN, 2.91,N
04/23/2025,05:00,FALFUR_RN2, 2.91,N
04/23/2025,05:00,FAL_FALCONG1, 13.34,N
04/23/2025,05:00,FAL_FALCONG2, 13.34,N
04/23/2025,05:00,FAL_FALCONG3, 13.34,N
04/23/2025,05:00,FAULKNER_RN, 55.54,N
04/23/2025,05:00,FEGC_RN, 32.35,N
04/23/2025,05:00,FENCESLR_ALL, 31.09,N
04/23/2025,05:00,FERGCC_CC1, 34.38,N
04/23/2025,05:00,FERGCC_GT1_1, 34.38,N
04/23/2025,05:00,FERGCC_GT2_3, 34.38,N
04/23/2025,05:00,FERGCC_ST1_5, 34.38,N
04/23/2025,05:00,FERMI_ALL, 53.54,N
04/23/2025,05:00,FILESSLR_PV1, 30.98,N
04/23/2025,05:00,FIVEWSLR_ALL, 32.55,N
04/23/2025,05:00,FLCNS_CC1, 47.79,N
04/23/2025,05:00,FLCNS_UNIT1, 47.79,N
04/23/2025,05:00,FLCNS_UNIT2, 47.79,N
04/23/2025,05:00,FLCNS_UNIT3, 47.79,N
04/23/2025,05:00,FLOWERII_RN, 55.26,N
04/23/2025,05:00,FLTBES1, 55.26,N
04/23/2025,05:00,FLTCK_SSI, 32.96,N
04/23/2025,05:00,FLUVANNA_1_2, 28.2,N
04/23/2025,05:00,FLVABES1_ESR, 55.26,N
04/23/2025,05:00,FOARDCTY_ALL, 26.28,N
04/23/2025,05:00,FORMOSA_CC1, 31.94,N
04/23/2025,05:00,FORMOSA_CC2, 31.94,N
04/23/2025,05:00,FORMOSA_PUN1, 31.94,N
04/23/2025,05:00,FORMOSA_PUN2, 31.94,N
04/23/2025,05:00,FORTMA_RN, 34.74,N
04/23/2025,05:00,FOXTROT_ALL, 30.99,N
04/23/2025,05:00,FO_FORMOSA11, 31.94,N
04/23/2025,05:00,FO_FORMOSA12, 31.94,N
04/23/2025,05:00,FO_FORMOSG1, 31.94,N
04/23/2025,05:00,FO_FORMOSG10, 31.94,N
04/23/2025,05:00,FO_FORMOSG13, 31.94,N
04/23/2025,05:00,FO_FORMOSG14, 31.94,N
04/23/2025,05:00,FO_FORMOSG15, 31.94,N
04/23/2025,05:00,FO_FORMOSG2, 31.94,N
04/23/2025,05:00,FO_FORMOSG3, 31.94,N
04/23/2025,05:00,FO_FORMOSG4, 31.94,N
04/23/2025,05:00,FO_FORMOSG5, 31.94,N
04/23/2025,05:00,FO_FORMOSG6, 31.94,N
04/23/2025,05:00,FO_FORMOSG7, 31.94,N
04/23/2025,05:00,FO_FORMOSG8, 31.94,N
04/23/2025,05:00,FO_FORMOSG9, 31.94,N
04/23/2025,05:00,FPPYD_FPP_G1, 33.14,N
04/23/2025,05:00,FPPYD_FPP_G2, 33.14,N
04/23/2025,05:00,FPPYD_FPP_G3, 33.13,N
04/23/2025,05:00,FREC_1_CCU, 31.25,N
04/23/2025,05:00,FREC_2_CCU, 31.28,N
04/23/2025,05:00,FREC_CC1, 31.25,N
04/23/2025,05:00,FREC_CC2, 31.28,N
04/23/2025,05:00,FRMRSVLW_RN, 30.61,N
04/23/2025,05:00,FRMR_BS2_RN1, 30.61,N
04/23/2025,05:00,FRNYPP_1_CCU, 30.75,N
04/23/2025,05:00,FRNYPP_2_CCU, 30.75,N
04/23/2025,05:00,FRNYPP_CC1, 30.75,N
04/23/2025,05:00,FRNYPP_CC2, 30.75,N
04/23/2025,05:00,FRONT_EC_CC1, 13.03,N
04/23/2025,05:00,FRONT_EC_RN1, 13.03,N
04/23/2025,05:00,FRONT_EC_RN2, 13.03,N
04/23/2025,05:00,FRONT_EC_RN3, 13.03,N
04/23/2025,05:00,FRYE_SLR_ALL, 23.25,N
04/23/2025,05:00,FTDUNCAN_RN, 53.39,N
04/23/2025,05:00,FTR_CC1, 31.99,N
04/23/2025,05:00,FTR_FTR_G1_4, 31.99,N
04/23/2025,05:00,FTWIND_UNIT1, 32.54,N
04/23/2025,05:00,FWLR_SLR_1, 55.08,N
04/23/2025,05:00,GALO_RN1, 34.6,N
04/23/2025,05:00,GAMBIT_RN, 32.47,N
04/23/2025,05:00,GARC_BESS_RN, 13.22,N
04/23/2025,05:00,GBY_GT, 32.25,N
04/23/2025,05:00,GID_GIDEONG1, 33.29,N
04/23/2025,05:00,GID_GIDEONG2, 33.29,N
04/23/2025,05:00,GID_GIDEONG3, 33.29,N
04/23/2025,05:00,GIGA_ESS_RN, 33.58,N
04/23/2025,05:00,GKS_BESS_RN, 13.57,N
04/23/2025,05:00,GOA_GOATWIND, 36.36,N
04/23/2025,05:00,GOLINDA_UN1, 32.1,N
04/23/2025,05:00,GOMZ_RN, 55.05,N
04/23/2025,05:00,GOODNIT1_ALL, 23.65,N
04/23/2025,05:00,GOODWIN_ESR, 13.05,N
04/23/2025,05:00,GPASTURE_ALL, 27.36,N
04/23/2025,05:00,GRANDVW1_A_B, 23.66,N
04/23/2025,05:00,GRAN_SLR_RN, 32.87,N
04/23/2025,05:00,GRDNE_ESR_RN, 55.04,N
04/23/2025,05:00,GREASWOD_ALL, 52.97,N
04/23/2025,05:00,GREGORY_RN, 27.32,N
04/23/2025,05:00,GRIF_TRL_RN, 26.89,N
04/23/2025,05:00,GRIM_SLR_RN, 31.97,N
04/23/2025,05:00,GRSES_UNIT1, 30.55,N
04/23/2025,05:00,GRSES_UNIT2, 30.39,N
04/23/2025,05:00,GUADG_CC1, 34.02,N
04/23/2025,05:00,GUADG_CC2, 34.02,N
04/23/2025,05:00,GUADG_CCU1, 34.02,N
04/23/2025,05:00,GUADG_CCU2, 34.02,N
04/23/2025,05:00,GUNMTN_NODE, 139.94,N
04/23/2025,05:00,GWEC_G1, 32.9,N
04/23/2025,05:00,GZ_RN, 32.23,N
04/23/2025,05:00,HALO_RN1, 32.42,N
04/23/2025,05:00,HAMI_BESS_RN, 53.54,N
04/23/2025,05:00,HAYSEN1_2, 33.88,N
04/23/2025,05:00,HAYSEN3_4, 33.88,N
04/23/2025,05:00,HB_BUSAVG, 32.12,N
04/23/2025,05:00,HB_HOUSTON, 32.27,N
04/23/2025,05:00,HB_HUBAVG, 33.21,N
04/23/2025,05:00,HB_NORTH, 30.92,N
04/23/2025,05:00,HB_PAN, 23.72,N
04/23/2025,05:00,HB_SOUTH, 31.17,N
04/23/2025,05:00,HB_WEST, 38.48,N
04/23/2025,05:00,HDNLAKES_RN, 32.32,N
04/23/2025,05:00,HEARN_RD_RN, 26.54,N
